document_id,title,category,tags,content,popularity
DOC_00120,Document about Business and statistics music,Business,['statistics' 'music'],Business document about statistics music. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.869109209773941
DOC_00121,Document about Programming and painting,Programming,['painting'],Programming document about painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.6614707259701138
DOC_00122,Document about Business and chemistry world war II,Business,['chemistry' 'world war II'],Business document about chemistry world war II. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.449843418803946
DOC_00123,Document about Arts and painting,Arts,['painting'],Arts document about painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.880236823214457
DOC_00124,Document about Programming and java medieval painting,Programming,['java' 'medieval' 'painting'],Programming document about java medieval painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.3741557314535289
DOC_00125,Document about Mathematics and chemistry,Mathematics,['chemistry'],Mathematics document about chemistry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,2.256861292806816
DOC_00126,Document about Business and music,Business,['music'],Business document about music. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.95469115334032
DOC_00127,Document about Arts and physics music,Arts,['physics' 'music'],Arts document about physics music. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.088620471995219
DOC_00128,Document about Science and statistics medieval calculus,Science,['statistics' 'medieval' 'calculus'],Science document about statistics medieval calculus. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.8143352575834568
DOC_00129,Document about Arts and physics,Arts,['physics'],Arts document about physics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,8.82010562986514
DOC_00130,Document about Programming and java music,Programming,['java' 'music'],Programming document about java music. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.911181996459261
DOC_00131,Document about Science and world war II painting,Science,['world war II' 'painting'],Science document about world war II painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,8.323896594876278
DOC_00132,Document about Programming and poetry,Programming,['poetry'],Programming document about poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.8777588238423
DOC_00133,Document about Arts and world war II,Arts,['world war II'],Arts document about world war II. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.310989109484572
DOC_00134,Document about History and music novel,History,['music' 'novel'],History document about music novel. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.130060685684845
DOC_00135,Document about Mathematics and statistics java physics,Mathematics,['statistics' 'java' 'physics'],Mathematics document about statistics java physics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.741866852139679
DOC_00136,Document about Literature and statistics chemistry,Literature,['statistics' 'chemistry'],Literature document about statistics chemistry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.718544516513155
DOC_00137,Document about Science and music chemistry medieval,Science,['music' 'chemistry' 'medieval'],Science document about music chemistry medieval. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.818222916583948
DOC_00138,Document about Business and music,Business,['music'],Business document about music. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.373422252061225
DOC_00139,Document about Mathematics and music physics java,Mathematics,['music' 'physics' 'java'],Mathematics document about music physics java. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.149723130967065
DOC_00140,Document about Literature and java poetry,Literature,['java' 'poetry'],Literature document about java poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.026423545205657
DOC_00141,Document about History and python world war II finance,History,['python' 'world war II' 'finance'],History document about python world war II finance. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.947254250990508
DOC_00142,Document about Mathematics and novel painting,Mathematics,['novel' 'painting'],Mathematics document about novel painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,2.534301443565258
DOC_00143,Document about Mathematics and marketing finance,Mathematics,['marketing' 'finance'],Mathematics document about marketing finance. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.343008711318658
DOC_00144,Document about History and poetry,History,['poetry'],History document about poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.5679812977123515
DOC_00145,Document about History and poetry,History,['poetry'],History document about poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.481483171920098
DOC_00146,Document about Mathematics and novel painting poetry,Mathematics,['novel' 'painting' 'poetry'],Mathematics document about novel painting poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.068734257681435
DOC_00147,Document about Mathematics and poetry python,Mathematics,['poetry' 'python'],Mathematics document about poetry python. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.615905991051283
DOC_00148,Document about Mathematics and painting medieval,Mathematics,['painting' 'medieval'],Mathematics document about painting medieval. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,8.426806906740113
DOC_00149,Document about Literature and finance,Literature,['finance'],Literature document about finance. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.955605197696191
DOC_00150,Document about History and music python calculus,History,['music' 'python' 'calculus'],History document about music python calculus. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.361414283169783
DOC_00151,Document about Mathematics and chemistry,Mathematics,['chemistry'],Mathematics document about chemistry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.970271684676792
DOC_00152,Document about Programming and python,Programming,['python'],Programming document about python. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.309834157895606
DOC_00153,Document about History and novel python,History,['novel' 'python'],History document about novel python. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.842608408099215
DOC_00154,Document about Mathematics and world war II statistics painting,Mathematics,['world war II' 'statistics' 'painting'],Mathematics document about world war II statistics painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.931635400763237
DOC_00155,Document about Arts and marketing,Arts,['marketing'],Arts document about marketing. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.531543493756271
DOC_00156,Document about Mathematics and chemistry,Mathematics,['chemistry'],Mathematics document about chemistry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.277525895207061
DOC_00157,Document about Literature and painting physics poetry,Literature,['painting' 'physics' 'poetry'],Literature document about painting physics poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.63690391849337
DOC_00158,Document about Programming and chemistry java calculus,Programming,['chemistry' 'java' 'calculus'],Programming document about chemistry java calculus. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.157522430038602
DOC_00159,Document about History and python music poetry,History,['python' 'music' 'poetry'],History document about python music poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.659002997296782
DOC_00160,Document about Programming and physics,Programming,['physics'],Programming document about physics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.899939531001655
DOC_00161,Document about History and finance world war II statistics,History,['finance' 'world war II' 'statistics'],History document about finance world war II statistics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.5164562424507295
DOC_00162,Document about Business and chemistry world war II,Business,['chemistry' 'world war II'],Business document about chemistry world war II. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.724636873568426
DOC_00163,Document about Business and poetry,Business,['poetry'],Business document about poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,2.1855589610910573
DOC_00164,Document about Arts and calculus music marketing,Arts,['calculus' 'music' 'marketing'],Arts document about calculus music marketing. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.194555049587951
DOC_00165,Document about Programming and world war II,Programming,['world war II'],Programming document about world war II. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.995764543720576
DOC_00166,Document about Business and python statistics medieval,Business,['python' 'statistics' 'medieval'],Business document about python statistics medieval. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.099284528362192
DOC_00167,Document about Programming and medieval python,Programming,['medieval' 'python'],Programming document about medieval python. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.498638443824634
DOC_00168,Document about Business and music statistics python,Business,['music' 'statistics' 'python'],Business document about music statistics python. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.620944122179004
DOC_00169,Document about Arts and painting,Arts,['painting'],Arts document about painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.484301140371082
DOC_00170,Document about Business and finance python java,Business,['finance' 'python' 'java'],Business document about finance python java. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.9061742955648775
DOC_00171,Document about Mathematics and java poetry statistics,Mathematics,['java' 'poetry' 'statistics'],Mathematics document about java poetry statistics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.920137886391734
DOC_00172,Document about History and chemistry marketing medieval,History,['chemistry' 'marketing' 'medieval'],History document about chemistry marketing medieval. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.457637289755312
DOC_00173,Document about Programming and medieval world war II calculus,Programming,['medieval' 'world war II' 'calculus'],Programming document about medieval world war II calculus. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.916623593298211
DOC_00174,Document about Literature and physics novel,Literature,['physics' 'novel'],Literature document about physics novel. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.762375774261411
DOC_00175,Document about Programming and painting,Programming,['painting'],Programming document about painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,8.603104926574193
DOC_00176,Document about Business and world war II,Business,['world war II'],Business document about world war II. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.7778214968629182
DOC_00177,Document about Arts and statistics chemistry,Arts,['statistics' 'chemistry'],Arts document about statistics chemistry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,2.304685651418353
DOC_00178,Document about Arts and poetry java,Arts,['poetry' 'java'],Arts document about poetry java. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.027852369561116
DOC_00179,Document about Mathematics and marketing,Mathematics,['marketing'],Mathematics document about marketing. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.370515875067918
DOC_00180,Document about Programming and medieval statistics,Programming,['medieval' 'statistics'],Programming document about medieval statistics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,6.858761204358587
DOC_00181,Document about Business and world war II painting java,Business,['world war II' 'painting' 'java'],Business document about world war II painting java. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.810763551197716
DOC_00182,Document about Business and finance marketing statistics,Business,['finance' 'marketing' 'statistics'],Business document about finance marketing statistics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.8473671911312808
DOC_00183,Document about Science and physics,Science,['physics'],Science document about physics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,2.7604834574006354
DOC_00184,Document about History and chemistry statistics,History,['chemistry' 'statistics'],History document about chemistry statistics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.85085509360774
DOC_00185,Document about Science and marketing,Science,['marketing'],Science document about marketing. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,8.18733945144476
DOC_00186,Document about Business and music calculus,Business,['music' 'calculus'],Business document about music calculus. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.973703413734956
DOC_00187,Document about Mathematics and chemistry poetry marketing,Mathematics,['chemistry' 'poetry' 'marketing'],Mathematics document about chemistry poetry marketing. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.76111650978556
DOC_00188,Document about History and poetry,History,['poetry'],History document about poetry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.220184387928976
DOC_00189,Document about Mathematics and calculus world war II,Mathematics,['calculus' 'world war II'],Mathematics document about calculus world war II. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,5.053158810148714
DOC_00190,Document about Mathematics and medieval painting music,Mathematics,['medieval' 'painting' 'music'],Mathematics document about medieval painting music. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.6267703334616517
DOC_00191,Document about Arts and physics chemistry,Arts,['physics' 'chemistry'],Arts document about physics chemistry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.243400379373128
DOC_00192,Document about Literature and marketing java chemistry,Literature,['marketing' 'java' 'chemistry'],Literature document about marketing java chemistry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,9.16475527635247
DOC_00193,Document about Science and music python marketing,Science,['music' 'python' 'marketing'],Science document about music python marketing. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.1620008005069349
DOC_00194,Document about Business and painting marketing,Business,['painting' 'marketing'],Business document about painting marketing. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.7427598584752
DOC_00195,Document about Arts and painting,Arts,['painting'],Arts document about painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,3.711387346840003
DOC_00196,Document about Science and music,Science,['music'],Science document about music. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,2.66797161575843
DOC_00197,Document about Arts and chemistry,Arts,['chemistry'],Arts document about chemistry. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,7.638091741835441
DOC_00198,Document about Programming and marketing,Programming,['marketing'],Programming document about marketing. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.067341298108619
DOC_00199,Document about History and painting,History,['painting'],History document about painting. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.460601948803313
DOC_00200,Document about Literature and calculus statistics physics,Literature,['calculus' 'statistics' 'physics'],Literature document about calculus statistics physics. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.4108387095214536
DOC_00201,Document about Science and painting java,Science,['painting' 'java'],Science document about painting java. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.0689762938430278
DOC_00202,Document about Business and finance music medieval,Business,['finance' 'music' 'medieval'],Business document about finance music medieval. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.573135371134725
DOC_00203,Document about Literature and calculus,Literature,['calculus'],Literature document about calculus. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,4.508851176473897
DOC_00204,Document about Science and medieval,Science,['medieval'],Science document about medieval. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. This is a sample content for the document. ,1.3650286379021328
